"","gender_13","age_13","manager_13","func_13","annual_salary_13","bonus_13","gender_14","age_14","manager_14","func_14","annual_salary_14","bonus_14","num_email_total","num_targets_total","num_words_total","num_warmth_words_total","num_competence_words_total","per_warmth_total","per_competence_total","num_weekday_total","num_weekend_total","num_email_within","num_targets_within","num_words_within","num_warmth_words_within","num_competence_words_within","per_warmth_within","per_competence_within","num_email_across","num_targets_across","num_words_across","num_warmth_words_across","num_competence_words_across","per_warmth_across","per_competence_across","company_13","company_14"
"108",NA,NA,NA,"",148058.82,44417.646,NA,NA,NA,"",154129.23,NA,76,26,2464,92,137,0.0373376623376623,0.0556006493506494,73,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",1,47,1,"Sourcing",91130.04,9113.004,NA,NA,NA,"",94319.59,9431.96,125,37,3195,119,181,0.037245696400626,0.0566510172143975,123,2,113,30,2784,107,159,0.038433908045977,0.0571120689655172,3,1,178,4,8,0.0224719101123595,0.0449438202247191,"Standard",NA
"110",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,6,3,36,3,2,0.0833333333333333,0.0555555555555556,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",0,29,1,"Sourcing",36378.94,1455.1576,0,31,1,"Customer Service",43596.28,1743.85,870,67,18444,949,1199,0.051453047061375,0.0650075905443505,788,82,645,43,14039,676,868,0.0481515777477028,0.061827765510364,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"112",1,54,0,"Information Technology",69255.67,0,1,56,0,"Information Technology",70987.06,NA,114,58,2495,69,176,0.0276553106212425,0.0705410821643287,109,5,83,43,1881,46,135,0.024455077086656,0.0717703349282297,5,1,129,3,8,0.0232558139534884,0.062015503875969,"Standard","Standard"
"113",NA,NA,NA,"",80625.35,8062.535,NA,NA,NA,"",80625.35,NA,27,12,930,30,88,0.032258064516129,0.0946236559139785,26,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,290,62,9777,325,684,0.0332412805564079,0.0699601104633323,290,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,51,13,589,36,30,0.0611205432937182,0.0509337860780985,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,36,14,592,42,23,0.0709459459459459,0.0388513513513514,36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",1,27,0,"Information Technology",59999.94,2999.997,1,29,0,"Information Technology",61799.92,3090,74,32,2389,86,163,0.0359983256592717,0.0682293846797823,73,1,44,12,1277,42,88,0.0328895849647612,0.0689115113547377,11,6,328,12,24,0.0365853658536585,0.0731707317073171,"Luxury","Luxury"
"118",NA,NA,NA,"",58771.84,5877.184,0,55,0,"Manufacturing Professionals",59888.51,5988.85,1,1,7,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard"
"119",0,50,0,"Marketing",22963.2,918.528,0,51,0,"Direct to Consumer (DTC)",23483.2,939.33,53,16,1043,17,43,0.0162991371045062,0.0412272291466922,53,0,36,11,704,11,30,0.015625,0.0426136363636364,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"120",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,15,2,740,18,40,0.0243243243243243,0.0540540540540541,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,21,6,935,39,53,0.0417112299465241,0.0566844919786096,21,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,52,15,1117,33,53,0.0295434198746643,0.0474485228290063,52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",1,51,1,"Corporate Finance",129229.99,19384.4985,NA,NA,NA,"",137752.26,27550.45,263,74,8839,286,487,0.0323566014255006,0.0550967303993664,263,0,228,61,7605,238,435,0.0312952005259698,0.0571992110453649,7,1,572,22,13,0.0384615384615385,0.0227272727272727,"Standard",NA
"124",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,97,16,2927,86,154,0.0293816194055347,0.0526135975401435,71,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,79,20,855,92,37,0.107602339181287,0.0432748538011696,79,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",1,41,0,"Corporate Finance",99046.48,9904.648,1,42,1,"Business Intelligence",109018,10901.8,303,71,13001,584,611,0.0449196215675717,0.0469963848934697,294,9,139,31,6143,261,272,0.0424873840143252,0.0442780400455803,27,6,1342,57,79,0.0424739195230999,0.0588673621460507,"Luxury","Luxury"
"127",0,52,0,"Other",66174.79,6617.479,0,54,0,"Manufacturing Professionals",68160.03,6816,163,40,5392,194,263,0.0359792284866469,0.0487759643916914,163,0,111,25,3745,136,168,0.0363150867823765,0.0448598130841121,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"128",NA,NA,NA,"",50509.94,12627.485,NA,NA,NA,"",65000,22750,100,21,3783,132,176,0.034892942109437,0.0465239228125826,85,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,26,13,934,27,59,0.0289079229122056,0.063169164882227,21,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,18,10,413,9,22,0.0217917675544794,0.0532687651331719,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,156,33,8197,118,511,0.0143955105526412,0.0623398804440649,156,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",0,49,0,"Corporate Finance",48960,0,0,50,0,"Corporate Finance",50526.72,NA,446,50,9345,228,591,0.0243980738362761,0.0632423756019262,446,0,400,38,7820,196,464,0.0250639386189258,0.0593350383631714,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"133",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,2,1,6,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,NA,NA,"",NA,NA,1,31,0,"Information Technology",79999.92,4000,72,19,1198,69,74,0.0575959933222037,0.0617696160267112,72,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxury"
"135",NA,NA,NA,"",31539.82,1261.5928,0,41,0,"Marketing",32170.58,1286.82,328,50,7152,225,402,0.0314597315436242,0.0562080536912752,328,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxury"
"136",0,63,0,"Corporate Finance",46593.97,0,0,65,0,"Accounting",47945.2,NA,64,20,1451,62,146,0.0427291523087526,0.100620261888353,64,0,52,14,1075,53,117,0.0493023255813953,0.108837209302326,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"137",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,60,23,1310,54,77,0.0412213740458015,0.0587786259541985,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",NA,NA,NA,"",140595,28119,NA,NA,NA,"",140595,42178.5,167,38,4968,247,470,0.0497181964573269,0.0946054750402577,153,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",1,32,0,"Global Product Engineering & Safety",91226.72,9122.672,1,34,0,"Global Product Development",97796.14,9779.61,268,55,7545,491,320,0.0650762094102054,0.0424121935056329,266,2,141,27,4031,261,174,0.0647482014388489,0.0431654676258993,54,15,1694,99,66,0.0584415584415584,0.038961038961039,"Luxury","Luxury"
"140",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,16,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",NA,NA,NA,"",164737.3,32947.46,NA,NA,NA,"",164737.3,49421.19,510,46,18114,1020,1469,0.0563100364359059,0.0810974936513194,398,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",NA,NA,NA,"",80759,24227.7,NA,NA,NA,"",82374.18,NA,70,24,2261,39,132,0.0172490048651039,0.0583812472357364,70,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",1,34,0,"Human Resources",72272.53,7227.253,0,32,0,"Human Resources",74512.98,7451.3,154,30,3863,175,222,0.0453015790836138,0.0574682888946415,152,2,138,25,3489,156,194,0.0447119518486672,0.0556033247348811,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"144",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,7,6,106,8,5,0.0754716981132075,0.0471698113207547,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,11,6,100,8,2,0.08,0.02,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",1,50,0,"Other",77266.88,7726.688,1,52,0,"Other",79662.15,7966.22,3,1,80,5,4,0.0625,0.05,3,0,3,1,80,5,4,0.0625,0.05,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"147",1,46,1,"Sourcing",182964.97,54889.491,1,48,1,"Global Product Engineering & Safety",202864.25,60859.28,479,73,12703,763,673,0.0600645516807053,0.0529796111154845,473,6,432,59,11264,660,610,0.05859375,0.0541548295454545,3,2,48,2,0,0.0416666666666667,0,"Standard","Standard"
"148",NA,NA,NA,"",80000.16,24000.048,NA,NA,NA,"",81680.16,NA,62,23,2472,122,176,0.0493527508090615,0.0711974110032362,62,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",1,40,0,"Information Technology",73347.23,7334.723,1,41,0,"Information Technology",76281.12,7628.11,42,27,851,44,58,0.0517038777908343,0.0681551116333725,42,0,17,13,264,8,18,0.0303030303030303,0.0681818181818182,19,10,421,30,27,0.0712589073634204,0.0641330166270784,"Standard","Standard"
"150",NA,NA,NA,"",55166.8,13791.7,NA,NA,NA,"",55166.8,19308.38,32,12,852,36,52,0.0422535211267606,0.0610328638497653,31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",NA,NA,NA,"",83091,24927.3,NA,NA,NA,"",85002.09,NA,35,16,1334,37,67,0.027736131934033,0.0502248875562219,35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,3,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",NA,NA,NA,"",96391.9,28917.57,NA,NA,NA,"",98608.91,34513.12,142,37,3459,164,191,0.0474125469788956,0.0552182711766406,125,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,19,11,206,18,12,0.087378640776699,0.058252427184466,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,14,7,666,10,17,0.015015015015015,0.0255255255255255,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",NA,NA,NA,"",60000,0,NA,NA,NA,"",61260,NA,25,13,1031,22,57,0.0213385063045587,0.055286129970902,22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,318,62,11586,459,594,0.0396167788710513,0.0512687726566546,315,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",1,59,1,"Sourcing",230870.34,69261.102,NA,NA,NA,"",230870.34,69261.1,211,55,6818,376,387,0.0551481372836609,0.0567615136403637,199,12,190,45,6247,342,346,0.0547462782135425,0.0553865855610693,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"159",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,64,12,1240,18,58,0.0145161290322581,0.0467741935483871,64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",NA,NA,NA,"",33636.2,1345.448,NA,NA,NA,"",35318.14,1412.73,257,30,7032,195,488,0.0277303754266212,0.0693970420932878,249,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",NA,NA,NA,"",NA,NA,1,43,0,"Strategic Logistic Solutions (SLS)",86275.02,8627.5,51,20,1855,101,142,0.0544474393530997,0.0765498652291105,51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Luxury"
"162",1,41,0,"Information Technology",99279.18,9927.918,1,43,0,"Information Technology",103250.42,10325.04,344,49,7945,290,497,0.0365009439899308,0.0625550660792952,338,6,170,21,4361,130,241,0.0298096766796606,0.0552625544599862,127,11,2543,113,186,0.0444357058592214,0.0731419583169485,"Luxury","Luxury"
"163",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,33,9,899,24,27,0.0266963292547275,0.0300333704115684,27,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",1,48,0,"Global Product Engineering & Safety",65463.58,6546.358,1,49,0,"Information Technology",68082.04,6808.2,260,72,6148,281,382,0.0457059206245934,0.0621340273259597,260,0,163,52,3947,173,245,0.0438307575373702,0.0620724600962757,22,3,511,24,34,0.0469667318982387,0.0665362035225049,"Luxury","Luxury"
"165",0,35,0,"Corporate Finance",43810.05,0,0,54,0,"Corporate Finance",46523.2,NA,151,52,1771,160,212,0.0903444381705251,0.119706380575946,151,0,88,30,939,95,118,0.101171458998935,0.12566560170394,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"166",NA,NA,0,"Corporate Finance",42604.88,0,0,52,0,"Accounting",43968.24,NA,219,61,6003,152,329,0.0253206729968349,0.0548059303681493,219,0,87,34,2782,78,145,0.0280373831775701,0.0521207764198418,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"167",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,18,3,519,28,23,0.0539499036608863,0.0443159922928709,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",1,61,0,"Other",66960.16,6696.016,NA,NA,NA,"",68968.96,6896.9,41,14,1593,48,59,0.0301318267419962,0.037037037037037,41,0,36,12,1290,36,48,0.027906976744186,0.0372093023255814,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"169",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,2,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,58,19,1897,91,86,0.0479704797047971,0.0453347390616763,58,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",NA,NA,NA,"",70000.08,21000.024,NA,NA,NA,"",71680.08,NA,48,16,1118,31,53,0.0277280858676208,0.0474060822898032,46,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",1,41,0,"Strategic Logistic Solutions (SLS)",NA,NA,NA,NA,NA,"",NA,NA,417,43,6086,525,391,0.0862635557016102,0.0642458100558659,417,0,181,29,2669,224,211,0.0839265642562758,0.0790558261521169,NA,NA,NA,NA,NA,NA,NA,"Luxury",NA
"173",1,48,0,"Information Technology",112175.96,11217.596,1,50,0,"Information Technology",113297.6,11329.76,66,22,2226,104,136,0.0467205750224618,0.0610961365678347,66,0,34,11,1292,58,88,0.0448916408668731,0.0681114551083591,10,1,464,25,22,0.0538793103448276,0.0474137931034483,"Luxury","Luxury"
"174",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,7,3,59,2,1,0.0338983050847458,0.0169491525423729,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",0,52,0,"Corporate Finance",65585.39,6558.539,0,53,0,"Accounting",67552.95,6755.3,74,39,1639,48,113,0.0292861500915192,0.0689444783404515,74,0,50,25,884,26,59,0.0294117647058824,0.0667420814479638,2,2,16,0,0,0,0,"Standard","Standard"
"176",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,502,39,14663,649,887,0.0442610652663166,0.0604923958262293,480,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",NA,NA,NA,"",98636.4,29590.92,NA,NA,NA,"",100905.04,35316.76,31,11,1815,58,93,0.0319559228650138,0.0512396694214876,30,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,390,43,10822,462,554,0.0426908150064683,0.0511920162631676,389,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",NA,NA,NA,"",43118.4,0,NA,NA,NA,"",44088.512,NA,1,1,31,1,4,0.032258064516129,0.129032258064516,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,23,11,644,18,28,0.0279503105590062,0.0434782608695652,14,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",0,35,0,"Other",44730.09,0,0,37,0,"Accounting",46116.72,NA,184,52,2735,71,155,0.0259597806215722,0.056672760511883,184,0,82,27,1150,34,70,0.0295652173913043,0.0608695652173913,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"182",0,32,0,"Other",39713.7,1588.548,0,34,0,"Manufacturing Professionals",41302.3,1652.09,271,46,5385,204,361,0.037883008356546,0.0670380687093779,261,10,179,33,3772,137,242,0.0363202545068929,0.0641569459172853,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"183",NA,NA,NA,"",50000.16,15000.048,NA,NA,NA,"",51050.16,NA,34,20,1279,51,79,0.0398749022673964,0.0617670054730258,34,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,74,30,1409,113,69,0.0801987224982257,0.0489709013484741,74,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",1,51,0,"Information Technology",106783.8,10678.38,1,52,0,"Information Technology",113725,11372.5,270,43,8280,357,536,0.0431159420289855,0.0647342995169082,261,9,155,23,4725,198,294,0.0419047619047619,0.0622222222222222,24,5,957,51,51,0.0532915360501567,0.0532915360501567,"Standard","Standard"
"186",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,4,4,88,0,0,0,0,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",NA,NA,NA,"",81728.77,24518.631,NA,NA,NA,"",110000,NA,64,29,1919,39,103,0.020323084940073,0.0536737884314747,57,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,27,15,475,11,32,0.0231578947368421,0.0673684210526316,27,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",NA,NA,0,"Other",80087.16,8008.716,1,62,0,"Manufacturing Professionals",82329.6,8232.96,10,2,141,1,4,0.00709219858156028,0.0283687943262411,6,4,10,2,141,1,4,0.00709219858156028,0.0283687943262411,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"190",1,34,0,"Other",43368,0,1,36,0,"Manufacturing Professionals",44304,NA,6,6,182,1,11,0.00549450549450549,0.0604395604395604,6,0,5,5,149,1,9,0.00671140939597315,0.0604026845637584,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"191",0,50,0,"Sourcing",63540.49,6354.049,NA,NA,NA,"",65446.7,3272.34,128,26,3287,139,179,0.0422878004259203,0.054456951627624,128,0,53,14,1301,70,82,0.05380476556495,0.0630284396617986,2,2,7,2,0,0.285714285714286,0,"Standard",NA
"192",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,8,2,510,21,25,0.0411764705882353,0.0490196078431373,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",NA,NA,NA,"",157300,47190,NA,NA,NA,"",185850,NA,48,15,1409,60,80,0.042583392476934,0.056777856635912,46,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",NA,NA,0,"Global Product Engineering & Safety",NA,NA,NA,NA,NA,"",NA,NA,164,67,7614,244,339,0.0320462306277909,0.0445232466509062,163,1,104,41,4806,146,207,0.0303786933000416,0.0430711610486891,32,12,1740,59,69,0.0339080459770115,0.0396551724137931,"Standard",NA
"195",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,120,42,2375,106,101,0.0446315789473684,0.0425263157894737,120,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,18,5,218,21,2,0.0963302752293578,0.00917431192660551,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,14,3,964,24,50,0.024896265560166,0.0518672199170125,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",NA,NA,NA,"",46237.62,6935.643,NA,NA,NA,"",54237.56,18983.15,85,20,2640,100,148,0.0378787878787879,0.0560606060606061,78,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",NA,NA,NA,"",NA,NA,NA,NA,NA,"",45000.02,1800,140,42,3504,222,253,0.0633561643835616,0.072203196347032,140,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",1,41,0,"Customer Service",29993.6,1199.744,1,43,0,"Customer Service",30888,1235.52,65,19,1992,57,83,0.0286144578313253,0.0416666666666667,65,0,30,13,977,22,40,0.022517911975435,0.0409416581371546,NA,NA,NA,NA,NA,NA,NA,"Luxury","Luxury"
"201",0,26,0,"Human Resources",23878.4,955.136,NA,NA,NA,"",24585.6,983.42,55,30,1005,30,96,0.0298507462686567,0.0955223880597015,55,0,44,26,861,23,80,0.0267131242740999,0.0929152148664344,NA,NA,NA,NA,NA,NA,NA,"Luxury",NA
"202",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,39,19,1766,76,92,0.043035107587769,0.0520951302378256,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,1,1,108,7,3,0.0648148148148148,0.0277777777777778,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",NA,NA,NA,"",50000.08,7500.012,NA,NA,NA,"",52499.98,7875,31,12,1569,59,122,0.0376035691523263,0.0777565328234544,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",NA,NA,0,"Sourcing",216428.94,75750.129,1,55,0,"Manufacturing Professionals",222921.92,89168.77,171,49,4451,208,323,0.0467310716692878,0.0725679622556729,171,0,135,39,3644,166,262,0.0455543358946213,0.0718990120746432,4,3,150,5,8,0.0333333333333333,0.0533333333333333,"Luxury","Luxury"
"206",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,13,2,361,22,7,0.0609418282548476,0.0193905817174515,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",0,49,1,"Sourcing",90192.22,9019.222,0,51,1,"Manufacturing Professionals",107328,10732.8,27,12,717,38,38,0.0529986052998605,0.0529986052998605,27,0,24,10,663,35,32,0.052790346907994,0.0482654600301659,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"208",NA,NA,0,"Corporate Finance",55291.65,2764.5825,0,48,1,"Corporate Finance",56950.4,2847.52,24,14,909,20,64,0.022002200220022,0.0704070407040704,24,0,19,11,652,19,46,0.0291411042944785,0.0705521472392638,NA,NA,NA,NA,NA,NA,NA,"Standard","Standard"
"209",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,45,13,1040,35,79,0.0336538461538462,0.0759615384615385,43,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,147,23,8679,150,546,0.0172830971310059,0.0629104735568614,145,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",NA,NA,NA,"",NA,NA,NA,NA,NA,"",NA,NA,14,6,127,18,5,0.141732283464567,0.0393700787401575,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",0,40,0,"Sourcing",NA,NA,NA,NA,NA,"",NA,NA,29,13,1161,39,81,0.0335917312661499,0.0697674418604651,29,0,21,8,918,36,59,0.0392156862745098,0.0642701525054466,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
"213",NA,NA,NA,"",32302.4,0,NA,NA,NA,"",32947.2,NA,1,1,68,3,11,0.0441176470588235,0.161764705882353,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",NA,NA,NA,"",90000,27000,NA,NA,NA,"",93600,32760,61,27,1826,64,83,0.0350492880613363,0.0454545454545455,61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",0,30,0,"Customer Service",NA,NA,NA,NA,NA,"",NA,NA,94,17,2301,96,159,0.0417209908735332,0.0691003911342894,94,0,80,13,1963,88,136,0.0448293428425879,0.0692817116658176,NA,NA,NA,NA,NA,NA,NA,"Standard",NA
